College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST,Year
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",CS,COMPUTER SCIENCE AND ENGINEERING,188.735,185.0,175.0,184.0,,,169.13,162.5,144.5,2022
1450,"Loyola ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,188.64,185.5,174.0,181.0,,,169.5,152.5,,2022
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",BT,BIO TECHNOLOGY,188.615,184.0,181.5,175.5,,,160.5,166.965,,2022
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,188.5,185.5,185.0,181.5,,,126.5,134.5,123.0,2022
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,188.5,187.0,184.5,182.5,,,164.5,137.5,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MT,METALLURGICAL ENGINEERING,188.5,180.0,174.5,177.5,,,165.0,139.0,,2022
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",CD,COMPUTER SCIENCE AND DESIGN,188.5,187.0,187.0,183.5,,,154.0,141.0,,2022
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",CS,COMPUTER SCIENCE AND ENGINEERING,188.5,178.5,176.0,170.0,,,125.0,108.0,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PR,PRODUCTION ENGINEERING,188.5,184.5,182.5,183.955,,,160.0,157.0,,2022
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CD,COMPUTER SCIENCE AND DESIGN,188.5,186.0,186.0,182.095,,,161.0,135.0,,2022
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",CE,CIVIL ENGINEERING,188.295,185.0,181.5,180.5,,,169.0,154.5,,2022
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",CS,COMPUTER SCIENCE AND ENGINEERING,188.0,185.0,180.0,185.5,,,169.725,147.185,,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ME,MECHANICAL ENGINEERING,188.0,185.5,179.755,181.0,,,164.5,158.165,147.67,2022
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",IT,INFORMATION TECHNOLOGY,188.0,186.0,178.24,177.0,,,129.5,124.5,,2022
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),188.0,186.5,183.0,180.0,,,152.0,103.5,,2022
1450,"Loyola ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034",IT,INFORMATION TECHNOLOGY,188.0,186.0,183.0,185.0,,,172.0,169.5,,2022
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,188.0,185.0,171.5,184.5,,,165.5,166.81,166.67,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CH,CHEMICAL ENGINEERING,188.0,185.825,177.5,184.5,,,163.5,123.5,,2022
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,188.0,185.5,180.0,181.5,,,160.0,,117.0,2022
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",IT,INFORMATION TECHNOLOGY,187.6666667,185.0,177.0,178.0,,,129.0,122.0,122.0,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",BM,BIO MEDICAL ENGINEERING,187.5,182.5,185.5,184.0,,,155.0,,,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CL,CHEMICAL ENGINEERING (SS),187.0,183.5,174.5,182.645,,,162.5,,,2022
2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",CS,COMPUTER SCIENCE AND ENGINEERING,187.0,181.5,171.5,181.5,,,170.5,141.0,,2022
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,187.0,186.5,181.385,181.0,,,141.0,106.0,,2022
1309,"Meenakshi Sundararajan Engineering College, Kodambakkam, Chennai 600024",CS,COMPUTER SCIENCE AND ENGINEERING,187.0,180.0,185.5,175.0,,,160.0,119.0,,2022
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",IT,INFORMATION TECHNOLOGY,186.755,182.69,171.355,184.585,,,167.5,159.5,,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",PT,PRINTING AND PACKING TECHNOLOGY,186.5,178.505,186.5,178.0,,,171.515,139.0,,2022
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",IT,INFORMATION TECHNOLOGY,186.5,183.69,176.83,178.0,,,151.5,124.0,117.5,2022
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",ME,MECHANICAL ENGINEERING,186.5,182.0,,179.5,,,167.0,156.0,151.5,2022
5986,"Velammal College of Engineering and Technology, Madurai District 625009",CS,COMPUTER SCIENCE AND ENGINEERING,186.5,182.5,185.0,169.0,,,131.5,,,2022
1317,"St. Josephâ€™s College of Engineering (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600 119",IT,INFORMATION TECHNOLOGY,186.5,180.0,183.0,179.5,,,151.5,,117.5,2022
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,COMPUTER SCIENCE AND ENGINEERING,186.5,182.0,171.165,179.5,,,139.0,,130.0,2022
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,186.5,183.5,180.0,177.5,,,135.5,148.0,161.415,2022
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,186.5,184.5,180.5,181.5,,,129.5,,,2022
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",CS,COMPUTER SCIENCE AND ENGINEERING,186.075,183.67,168.5,173.0,,,148.0,141.0,113.0,2022
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,186.0,183.5,170.5,179.5,,,147.0,,,2022
1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District, Chennai 600124",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,186.0,179.5,183.51,169.5,,,126.5,,,2022
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",CO,COMPUTER AND COMMUNICATION ENGINEERING,186.0,180.0,177.5,166.5,,,110.0,135.0,,2022
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",IT,INFORMATION TECHNOLOGY,186.0,182.0,177.5,179.5,,,154.0,167.375,,2022
1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",CS,COMPUTER SCIENCE AND ENGINEERING,185.92,176.0,174.05,183.0,,,166.0,158.885,,2022
1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.89,177.0,174.0,168.5,,,145.0,,,2022
1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",IT,INFORMATION TECHNOLOGY,185.78,183.0,177.0,175.0,,,151.5,,110.0,2022
4974,"Government College of Engineering, Tirunelveli District 627007",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,185.715,181.5,182.5,173.5,,,152.0,133.5,,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CE,CIVIL ENGINEERING,185.68,179.0,168.5,171.5,,,168.0,,,2022
1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District, Chennai 600124",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.5,180.0,164.5,171.24,,,125.0,,,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",MF,MECHANICAL ENGINEERING (SS),185.5,183.5,182.0,178.5,,,156.5,,,2022
1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District, Chennai 600124",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),185.5,179.0,183.5,171.0,,,138.0,,,2022
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),185.5,175.5,181.5,171.0,,,170.0,138.0,,2022
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,185.5,180.5,174.5,173.5,,,95.0,,,2022
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",CS,COMPUTER SCIENCE AND ENGINEERING,185.5,181.5,178.5,173.5,,,135.5,125.5,94.5,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PN,PRODUCTION ENGINEERING (SS),185.3333333,179.0,180.33,180.5,,,157.5,146.575,,2022
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.295,180.0,169.5,169.5,,,139.5,132.5,,2022
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",ME,MECHANICAL ENGINEERING,185.195,181.0,177.5,175.615,,,152.5,,,2022
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.01,178.5,156.0,177.26,,,164.0,167.3,,2022
1317,"St. Josephâ€™s College of Engineering (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600 119",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,185.0,177.0,179.0,171.5,,,142.5,,141.99,2022
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,185.0,182.5,174.955,174.0,,,123.5,,136.0,2022
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",MF,MECHANICAL ENGINEERING (SS),185.0,181.5,181.0,177.5,,,159.0,128.0,,2022
1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),185.0,179.0,174.5,176.5,,,136.135,92.0,,2022
1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District, Chennai 600124",CO,COMPUTER AND COMMUNICATION ENGINEERING,185.0,177.0,181.0,171.0,,,124.0,,,2022
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),185.0,181.0,182.5,176.5,,,144.5,,,2022
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",CS,COMPUTER SCIENCE AND ENGINEERING,185.0,181.5,169.0,169.0,,,123.5,132.0,153.0,2022
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.0,179.5,165.5,170.0,,,125.0,168.065,,2022
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",ME,MECHANICAL ENGINEERING,185.0,180.0,174.0,175.5,,,154.0,142.0,168.735,2022
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,PHARMACEUTICAL TECHNOLOGY (SS),185.0,177.5,176.0,179.22,,,163.0,171.525,153.5,2022
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,185.0,182.5,172.0,173.0,,,128.5,122.5,131.0,2022
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.0,183.0,173.0,173.5,,,109.5,128.5,,2022
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",AE,AERONAUTICAL ENGINEERING,185.0,173.0,175.5,168.5,,,127.5,131.5,,2022
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",IB,INDUSTRIAL BIO TECHNOLOGY,184.765,178.0,156.0,168.5,,,144.5,131.0,104.5,2022
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,184.5,183.0,166.5,176.0,,,127.0,133.0,,2022
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,184.5,179.0,176.67,174.5,,,144.0,,,2022
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,184.5,175.0,160.0,171.0,,,163.0,118.0,114.0,2022
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",IT,INFORMATION TECHNOLOGY,184.5,175.0,176.5,168.5,,,115.0,86.0,,2022
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),184.5,182.0,182.0,174.5,,,139.5,118.0,,2022
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CD,COMPUTER SCIENCE AND DESIGN,184.5,180.5,177.5,179.5,,,140.0,119.0,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TX,TEXTILE TECHNOLOGY,184.5,166.0,184.0,168.0,,,146.0,,,2022
1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",CS,COMPUTER SCIENCE AND ENGINEERING,184.46,177.0,163.0,173.025,,,153.0,122.0,134.5,2022
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",MZ,Mechatronics Engineering,184.0,178.0,182.0,176.5,,,119.0,119.5,,2022
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",SC,Computer Science and Engineering (Cyber Security),184.0,180.5,177.0,176.0,,,160.5,,,2022
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,INFORMATION TECHNOLOGY,184.0,180.5,,176.5,,,152.0,,,2022
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",IT,INFORMATION TECHNOLOGY,184.0,181.5,179.0,173.0,,,132.0,,,2022
4962,"National Engineering College (Autonomous), Kovilpatti, Thoothukudi District 628503",CS,COMPUTER SCIENCE AND ENGINEERING,184.0,174.5,173.5,156.0,,,140.0,107.0,,2022
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",SC,Computer Science and Engineering (Cyber Security),184.0,181.0,180.5,175.0,,,141.0,118.0,,2022
3819,"Saranathan College of Engineering, Panjappur, Tiruchirappalli District 620012",CS,COMPUTER SCIENCE AND ENGINEERING,184.0,175.5,156.0,164.0,,,150.5,,135.5,2022
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,184.0,179.0,173.0,173.5,,,154.0,,,2022
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",IT,INFORMATION TECHNOLOGY,184.0,181.0,171.5,172.5,,,139.5,108.5,114.5,2022
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",CS,COMPUTER SCIENCE AND ENGINEERING,183.595,176.5,180.5,162.5,,,130.0,130.0,,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",AS,AUTOMOBILE ENGINEERING (SS),183.5,178.325,171.5,171.5,,,145.5,131.5,,2022
2656,"Builders Engineering college, Nathakadaiyur, Erode Road, Palayakottai Village, Kangeyam, Tiruppur District 638108",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,183.5,167.1,163.0,121.0,,,,,,2022
1317,"St. Josephâ€™s College of Engineering (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600 119",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,183.5,176.5,160.0,175.5,,,138.5,,106.5,2022
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),183.5,178.5,178.0,168.5,,,123.5,106.0,,2022
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,183.22,180.5,173.5,177.5,,,153.0,150.0,,2022
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",CN,CIVIL ENGINEERING (SS),183.0,176.0,175.5,172.5,,,146.5,131.5,,2022
1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,183.0,178.0,175.5,172.0,,,134.5,,92.0,2022
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology), Tiruchirappalli District 620024",CS,COMPUTER SCIENCE AND ENGINEERING,183.0,171.575,166.5,175.0,,,158.0,115.5,121.0,2022
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MY,METALLURGICAL ENGINEERING (SS),183.0,175.5,174.0,172.0,,,144.0,115.0,,2022
1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District, Chennai 600124",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,183.0,176.5,176.0,166.5,,,128.0,,,2022
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",CI,Computer Science and Engineering (Internet of Things),182.55,180.5,178.0,172.5,,,121.5,116.5,128.0,2022
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,182.5,174.5,175.0,164.5,,,,,,2022
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,182.5,177.0,171.0,168.5,,,101.5,,,2022
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",BT,BIO TECHNOLOGY,182.5,168.5,154.0,152.0,,,141.5,,174.405,2022
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",CS,COMPUTER SCIENCE AND ENGINEERING,182.5,176.0,158.0,174.5,,,130.0,126.0,107.0,2022
1324,"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",CS,COMPUTER SCIENCE AND ENGINEERING,182.5,175.5,164.5,167.5,,,146.0,,107.0,2022
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",RM,ROBOTICS AND AUTOMATION,182.5,174.5,,157.5,,,145.1,,,2022
1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,182.5,176.0,172.5,168.0,,,141.5,,118.0,2022
